53;92430;9;Male;0;0;40;>50K
52;40641;6;Male;5013;0;40;<=50K
47;169388;7;Female;0;0;15;<=50K
36;410034;13;Male;0;1887;40;>50K
48;237525;13;Male;7688;0;65;>50K
35;150057;10;Male;0;0;40;>50K
49;148549;13;Male;0;1902;50;>50K
43;75742;10;Male;0;0;45;<=50K
33;177675;13;Male;0;0;50;>50K
49;193249;12;Male;0;0;40;<=50K
17;266072;6;Male;0;0;20;<=50K
25;339324;13;Male;0;0;40;<=50K
41;284086;11;Male;0;0;60;<=50K
31;206051;13;Male;0;0;40;>50K
57;426263;14;Male;0;0;40;>50K
49;102583;10;Male;0;1848;44;>50K
40;277647;13;Male;0;0;40;>50K
55;124808;11;Male;0;1977;50;>50K
47;193061;10;Male;0;0;60;<=50K
50;121411;8;Male;0;0;40;<=50K
36;89202;13;Male;0;0;50;<=50K
17;232900;7;Male;0;0;25;<=50K
30;319280;9;Male;0;0;40;>50K
42;193494;9;Male;0;0;40;>50K
67;195066;9;Male;0;0;50;<=50K
36;99146;9;Male;0;0;45;>50K
35;92028;14;Male;0;0;50;>50K
27;174419;13;Female;0;0;40;<=50K
21;57916;4;Male;0;0;40;<=50K
46;383384;9;Male;0;0;40;<=50K
45;198223;13;Male;0;1902;45;>50K
20;109813;7;Male;0;0;40;<=50K
17;174298;7;Male;0;0;20;<=50K
40;45687;10;Male;4787;0;50;>50K
28;263614;13;Male;0;0;40;>50K
33;96128;7;Male;0;0;40;<=50K
55;220262;9;Female;0;0;40;<=50K
55;35340;10;Male;0;0;50;<=50K
47;280483;9;Female;0;0;40;<=50K
52;254211;14;Male;15024;0;60;>50K
29;351324;10;Female;0;0;40;<=50K
36;58602;3;Male;0;0;35;<=50K
37;64922;13;Male;0;0;70;<=50K
41;185616;9;Female;0;1980;40;<=50K
43;185832;10;Male;0;0;48;>50K
24;254767;4;Male;2105;0;50;<=50K
39;32312;13;Female;0;0;60;<=50K
47;109421;13;Male;0;0;50;<=50K
42;183205;9;Female;0;0;45;<=50K
39;156897;9;Male;0;2258;42;>50K
48;145886;13;Female;0;0;60;<=50K
47;29819;14;Male;0;1977;50;>50K
27;244566;6;Male;0;0;40;<=50K
29;253801;9;Male;0;0;40;<=50K
22;181313;11;Female;0;0;30;<=50K
37;150566;9;Male;0;0;44;<=50K
38;237713;13;Male;0;0;60;<=50K
32;112137;1;Female;4508;0;40;<=50K
48;187969;14;Female;0;0;80;<=50K
46;224108;9;Female;0;0;50;<=50K
51;174754;9;Female;0;0;38;<=50K
28;219705;13;Male;5013;0;55;<=50K
35;167062;9;Male;0;0;40;<=50K
18;190325;7;Male;0;0;30;<=50K
45;108859;9;Female;0;0;40;<=50K
36;344351;9;Male;0;0;40;<=50K
73;153127;10;Female;0;0;10;<=50K
52;180881;13;Male;0;0;40;<=50K
17;183066;6;Female;0;0;40;<=50K
29;339002;11;Male;0;0;40;>50K
20;172047;10;Male;0;0;10;<=50K
42;94600;9;Male;5178;0;40;>50K
37;302604;10;Female;0;0;40;<=50K
40;248094;9;Male;0;0;40;<=50K
32;36467;12;Male;0;0;45;>50K
29;53181;14;Male;0;0;55;>50K
20;181032;10;Female;0;0;40;<=50K
26;248990;7;Male;0;0;40;>50K
25;40512;13;Male;3674;0;30;<=50K
37;117381;9;Male;0;0;80;>50K
26;154966;10;Male;0;0;40;<=50K
24;198259;9;Female;0;0;30;<=50K
33;167939;9;Female;0;0;25;<=50K
23;131275;9;Male;0;0;40;<=50K
36;272950;10;Male;0;0;50;<=50K
37;174503;13;Female;0;0;50;<=50K
24;116800;11;Male;0;0;35;<=50K
38;110713;12;Male;0;0;50;>50K
50;202044;13;Female;0;0;45;<=50K
44;300528;7;Male;0;0;40;>50K
46;54985;9;Male;0;1887;40;>50K
57;133126;10;Female;0;0;40;<=50K
37;74593;9;Male;0;0;70;<=50K
44;302424;9;Male;0;0;55;<=50K
21;344492;10;Female;0;0;30;<=50K
31;349148;9;Male;0;0;40;>50K
32;222221;11;Male;7298;0;42;>50K
45;234699;9;Female;0;0;60;>50K
20;243178;9;Male;0;0;40;<=50K
52;189728;9;Female;0;0;50;<=50K
47;318593;9;Male;0;0;25;<=50K
41;108681;10;Female;0;0;40;<=50K
40;187376;10;Male;0;0;60;>50K
41;75409;13;Female;0;0;40;>50K
46;172581;13;Male;0;1902;50;>50K
49;266150;9;Female;0;0;40;<=50K
50;135643;9;Female;0;0;40;<=50K
59;46466;9;Male;0;0;40;>50K
18;130652;10;Female;0;0;25;<=50K
47;114459;14;Male;7688;0;45;>50K
45;195554;9;Male;0;0;45;>50K
17;244589;7;Female;0;0;40;<=50K
45;271901;9;Male;0;0;32;>50K
73;139978;7;Male;0;0;40;<=50K
48;180446;6;Male;0;0;40;<=50K
38;341643;12;Male;0;0;60;<=50K
37;289653;9;Male;0;0;50;>50K
62;118725;9;Male;20051;0;72;>50K
26;187891;9;Male;0;0;40;<=50K
46;116338;14;Female;0;0;50;>50K
46;102771;14;Male;0;1977;40;>50K
51;89652;9;Female;4787;0;24;>50K
54;439608;10;Female;0;0;40;<=50K
65;330144;10;Male;0;0;40;<=50K
29;251905;12;Male;0;0;45;<=50K
37;218955;9;Male;0;0;40;<=50K
36;188972;16;Female;0;0;10;<=50K
60;25825;9;Male;0;0;50;>50K
33;202046;13;Male;0;2001;40;<=50K
62;116104;9;Female;0;0;20;<=50K
20;194891;9;Female;0;0;40;<=50K
37;125550;9;Female;14084;0;35;>50K
66;116468;14;Male;2936;0;20;<=50K
29;409201;10;Male;0;0;40;<=50K
70;379819;10;Male;10566;0;40;<=50K
74;97167;9;Male;0;0;15;<=50K
51;115851;9;Male;0;0;40;<=50K
50;118058;10;Male;0;0;50;<=50K
42;258589;9;Male;0;0;60;>50K
26;158810;13;Male;0;0;70;<=50K
27;92431;10;Male;0;2231;40;>50K
58;165695;9;Male;0;0;70;<=50K
32;244147;13;Male;0;1876;50;<=50K
66;253741;9;Male;0;1825;10;>50K
23;170482;10;Male;0;0;45;<=50K
35;241001;9;Male;0;0;44;<=50K
50;165001;13;Male;0;0;50;<=50K
35;340260;9;Female;0;0;48;<=50K
31;96480;9;Female;0;0;50;<=50K
30;185177;7;Male;0;0;49;<=50K
84;172907;10;Male;0;0;35;>50K
35;308874;9;Male;0;0;40;<=50K
45;54098;11;Male;0;0;50;>50K
46;288608;9;Male;0;0;40;<=50K
50;254148;10;Male;0;0;40;<=50K
37;111128;7;Male;0;0;40;<=50K
32;171116;9;Female;0;0;40;<=50K
53;96062;13;Male;0;1902;48;>50K
27;276776;10;Male;0;0;40;>50K
22;152878;9;Male;0;0;40;<=50K
29;149211;13;Male;0;0;40;<=50K
35;58343;9;Male;0;0;44;<=50K
38;127601;10;Female;0;0;35;<=50K
29;357781;4;Male;0;0;40;<=50K
26;137367;10;Male;0;0;44;<=50K
34;110978;15;Female;0;0;40;<=50K
31;34503;11;Male;0;0;40;>50K
30;84119;10;Male;0;2051;40;<=50K
20;223515;10;Male;0;0;40;<=50K
37;372525;14;Male;0;0;48;<=50K
32;116365;9;Female;0;0;20;<=50K
36;111268;12;Female;0;0;40;<=50K
54;225599;14;Male;7298;0;40;>50K
46;199596;10;Female;0;0;50;<=50K
18;301867;9;Female;0;0;20;<=50K
57;191983;10;Male;0;0;50;<=50K
37;105803;9;Male;0;0;40;<=50K
43;456236;9;Male;0;0;40;>50K
45;116255;9;Female;0;0;40;<=50K
32;235109;10;Female;0;0;40;<=50K
38;91716;9;Male;0;0;40;<=50K
25;121102;12;Female;0;2001;30;<=50K
70;235781;10;Male;0;0;40;<=50K
40;136986;10;Male;0;0;50;>50K
40;33658;9;Male;0;0;40;<=50K
20;53878;9;Male;0;0;40;<=50K
29;200928;9;Male;0;0;40;>50K
24;173736;11;Male;0;0;55;<=50K
28;214385;11;Female;0;0;40;<=50K
58;102509;6;Male;0;0;50;<=50K
38;173047;13;Female;0;213;40;<=50K
59;241297;10;Female;6849;0;40;<=50K
18;329054;7;Female;0;0;15;<=50K
40;274158;9;Male;0;0;40;<=50K
39;241153;14;Male;0;0;50;<=50K
45;229516;9;Male;0;0;72;<=50K
24;247075;9;Female;0;0;20;<=50K
22;315524;10;Male;0;0;30;<=50K
23;126945;13;Male;0;0;40;<=50K
39;29874;10;Male;0;0;60;>50K
28;115579;11;Female;0;0;38;<=50K
51;29580;7;Male;4386;0;30;>50K
44;56483;13;Female;0;0;37;<=50K
24;420779;9;Male;0;0;35;<=50K
24;255474;7;Male;0;0;40;<=50K
52;241444;2;Male;0;0;50;<=50K
43;85995;9;Male;0;0;40;<=50K
67;116986;8;Male;0;0;20;<=50K
36;20507;9;Male;7688;0;50;>50K
43;184099;12;Male;0;0;40;<=50K
31;117816;4;Male;0;0;70;<=50K
23;263899;10;Male;0;0;20;<=50K
26;45869;13;Male;0;0;40;<=50K
48;186539;10;Male;0;0;40;<=50K
40;326310;10;Male;0;0;44;<=50K
55;84564;15;Female;0;0;39;<=50K
49;247294;9;Male;0;0;45;>50K
34;72793;13;Female;0;0;15;<=50K
29;261375;9;Female;0;0;60;<=50K
50;77905;13;Female;0;0;8;<=50K
19;66838;10;Female;0;0;9;<=50K
63;194682;16;Male;0;1902;50;>50K
66;180211;13;Male;0;0;30;<=50K
60;101198;11;Male;0;0;20;<=50K
60;80574;9;Female;0;0;38;<=50K
19;198663;9;Male;0;0;40;<=50K
26;160340;9;Male;0;0;60;<=50K
75;205860;10;Male;0;1735;40;<=50K
58;69579;10;Female;0;0;20;<=50K
18;379242;10;Female;0;0;50;<=50K
65;113323;12;Male;3818;0;40;<=50K
50;312477;9;Male;0;1887;40;>50K
26;259505;10;Male;0;0;40;<=50K
45;171335;14;Male;0;0;50;>50K
29;155970;9;Male;0;0;40;>50K
52;99682;10;Female;0;0;52;>50K
23;117789;13;Female;0;0;40;<=50K
21;296158;9;Male;0;0;40;<=50K
48;78859;9;Female;0;0;40;<=50K
50;189811;13;Male;0;0;40;>50K
41;518030;13;Male;0;1590;40;<=50K
32;360593;9;Female;0;0;30;<=50K
40;145504;9;Male;0;0;40;<=50K
19;459248;9;Male;0;0;30;<=50K
42;126094;9;Male;0;0;39;<=50K
23;209483;13;Female;0;0;50;<=50K
37;32239;9;Male;27828;0;40;>50K
21;210355;7;Female;0;0;24;<=50K
28;84547;13;Male;0;0;40;>50K
20;105585;10;Male;0;0;25;<=50K
21;132320;7;Male;0;0;35;<=50K
21;129172;10;Male;0;0;16;<=50K
45;222374;13;Male;0;0;40;<=50K
49;201498;9;Male;0;0;40;<=50K
53;251675;10;Male;8614;0;50;>50K
41;114157;9;Male;0;0;40;<=50K
48;148121;13;Female;0;0;40;<=50K
34;96480;10;Female;0;0;40;<=50K
24;179423;9;Female;0;0;40;<=50K
58;123329;9;Female;0;0;16;<=50K
41;134130;13;Male;0;0;50;>50K
53;188644;1;Male;0;0;40;<=50K
40;226388;9;Male;0;0;40;<=50K
28;209205;10;Male;7298;0;40;>50K
32;209808;10;Male;0;1740;47;<=50K
44;56236;10;Male;2202;0;45;<=50K
18;28648;7;Female;0;0;40;<=50K
37;34996;9;Female;0;0;40;<=50K
43;281422;12;Female;0;0;45;<=50K
22;214716;9;Female;0;0;40;<=50K
28;314177;6;Male;0;0;40;<=50K
51;112310;10;Female;0;0;40;<=50K
63;203783;9;Female;0;0;72;<=50K
29;205499;10;Male;0;0;45;<=50K
44;145441;13;Male;7298;0;48;>50K
44;155701;4;Female;0;0;38;<=50K
37;186934;10;Male;0;0;40;<=50K
62;209433;9;Male;0;0;40;<=50K
31;80933;9;Male;0;0;52;<=50K
20;102607;9;Male;0;0;30;<=50K
48;254809;6;Female;0;1594;32;<=50K
24;102942;10;Female;0;0;50;<=50K
56;175057;13;Male;0;0;40;<=50K
36;68781;10;Male;0;0;35;<=50K
29;108594;9;Male;0;0;40;<=50K
34;98283;15;Male;0;1564;40;>50K
39;56269;10;Male;0;0;40;<=50K
29;152503;10;Male;0;0;45;<=50K
38;206951;9;Male;0;0;65;<=50K
23;82393;5;Male;0;0;20;<=50K
37;167396;9;Male;0;0;40;<=50K
30;123397;10;Female;0;0;30;<=50K
42;118652;12;Male;0;0;40;<=50K
59;114401;9;Female;0;1504;19;<=50K
45;186272;9;Male;7298;0;40;>50K
46;182689;10;Male;0;0;40;<=50K
25;231016;14;Female;4650;0;37;<=50K
41;60949;9;Male;0;0;55;<=50K
49;129513;9;Male;0;0;50;>50K
37;84306;10;Male;0;0;40;<=50K
31;117507;9;Male;0;0;45;<=50K
22;88050;12;Male;0;0;6;<=50K
22;305498;9;Female;0;0;33;<=50K
17;295308;7;Female;0;0;20;<=50K
47;114459;16;Male;0;0;50;>50K
17;176017;6;Male;0;0;15;<=50K
39;248445;3;Male;0;0;40;<=50K
23;214542;10;Male;0;0;20;<=50K
41;384508;13;Male;0;0;40;>50K
36;403489;14;Male;0;0;45;>50K
52;143953;13;Male;0;1902;40;>50K
21;254904;9;Female;0;0;30;<=50K
33;98995;6;Female;0;0;36;<=50K
41;193995;9;Male;0;0;44;<=50K
19;205829;9;Female;0;0;35;<=50K
38;205852;9;Male;0;0;45;>50K
24;37072;10;Male;0;0;40;<=50K
38;275338;13;Female;1151;0;40;<=50K
39;122353;13;Male;0;0;45;>50K
19;100009;10;Female;0;0;15;<=50K
42;135056;10;Female;0;0;40;<=50K
29;280618;10;Male;0;0;40;<=50K
17;226717;8;Male;0;0;20;<=50K
47;173938;13;Male;0;0;50;>50K
24;291355;10;Female;0;0;60;<=50K
61;160155;10;Male;0;0;40;>50K
40;29762;10;Male;0;0;60;<=50K
59;172071;9;Female;0;0;38;<=50K
29;166210;10;Male;0;0;55;<=50K
26;330263;9;Male;0;0;40;<=50K
46;247043;9;Male;0;0;40;>50K
56;155238;9;Male;0;0;40;>50K
25;130557;13;Female;0;0;40;<=50K
17;56986;8;Female;0;0;18;<=50K
29;220692;11;Female;0;0;40;<=50K
23;121650;3;Male;0;0;30;<=50K
67;174603;9;Female;0;0;35;<=50K
29;341846;14;Female;0;0;50;<=50K
33;99339;12;Female;0;880;40;<=50K
32;34437;9;Male;0;0;40;<=50K
34;141058;10;Male;0;0;62;<=50K
49;192323;9;Male;0;0;40;<=50K
39;28572;9;Male;0;0;40;<=50K
41;120277;13;Male;0;0;40;<=50K
31;164309;10;Female;0;0;38;<=50K
47;102771;16;Male;0;0;40;>50K
27;147951;9;Male;0;0;1;<=50K
23;188409;7;Male;4508;0;25;<=50K
44;173888;4;Male;0;0;80;>50K
25;247006;12;Male;0;0;45;<=50K
23;82889;10;Female;0;0;16;<=50K
52;259363;9;Male;0;0;50;>50K
62;159165;9;Female;0;0;36;<=50K
31;112062;13;Female;0;0;40;<=50K
19;299050;7;Male;0;0;60;<=50K
53;548580;10;Male;0;0;40;<=50K
25;234057;9;Female;0;0;40;<=50K
45;241350;9;Male;0;0;40;<=50K
69;108196;5;Male;2993;0;40;<=50K
49;278322;9;Male;0;0;40;>50K
42;157443;13;Female;0;0;27;>50K
44;37618;9;Male;0;0;40;>50K
56;238582;10;Male;0;0;41;>50K
37;28887;9;Male;0;0;40;>50K
37;77820;13;Male;0;0;45;>50K
22;110946;10;Female;0;0;40;<=50K
34;230420;13;Male;0;0;40;>50K
36;206521;9;Male;0;0;40;<=50K
28;283227;10;Male;0;0;65;<=50K
28;141957;13;Male;0;0;50;<=50K
73;161027;3;Male;0;0;20;<=50K
37;31670;9;Male;0;0;60;<=50K
24;205844;13;Female;0;0;65;<=50K
30;46144;9;Female;0;0;38;<=50K
38;168055;11;Male;0;0;40;<=50K
50;98350;10;Male;0;0;40;>50K
43;208613;15;Male;99999;0;40;>50K
42;334522;9;Male;0;0;40;<=50K
54;187686;10;Female;0;0;38;<=50K
27;365916;12;Female;0;0;58;<=50K
39;190719;10;Male;0;0;45;<=50K
27;218184;10;Female;0;0;40;<=50K
30;222162;9;Male;0;0;66;<=50K
30;148524;9;Male;0;2057;40;<=50K
37;267085;10;Male;0;0;40;<=50K
50;307555;13;Male;0;0;60;>50K
36;229180;10;Female;0;0;40;<=50K
22;279041;10;Male;0;0;10;<=50K
21;312017;10;Male;0;0;40;<=50K
33;54782;13;Male;0;1579;42;<=50K
76;70697;4;Female;0;0;25;<=50K
37;188774;13;Male;0;0;40;<=50K
34;302770;10;Male;0;0;60;<=50K
29;183639;9;Male;0;0;97;<=50K
29;178551;9;Male;0;0;40;<=50K
28;175343;13;Male;0;0;40;<=50K
73;190078;10;Male;0;0;35;<=50K
43;117627;10;Female;0;0;40;<=50K
39;108419;10;Male;0;0;40;<=50K
74;183701;6;Female;0;0;6;<=50K
27;208406;13;Male;0;0;30;<=50K
47;148884;9;Male;0;0;60;<=50K
90;87285;9;Female;0;0;24;<=50K
47;199058;13;Male;0;0;60;>50K
42;173628;13;Male;0;0;40;>50K
69;370837;13;Male;0;0;40;<=50K
23;342769;13;Female;0;0;20;<=50K
44;65145;9;Male;0;0;30;<=50K
41;150533;9;Male;2829;0;40;<=50K
47;272182;10;Male;0;0;40;<=50K
43;403467;13;Male;7688;0;40;>50K
33;252168;10;Male;0;0;40;<=50K
48;80430;7;Female;0;0;30;<=50K
39;189623;13;Male;0;0;60;<=50K
43;115806;14;Female;0;2547;40;>50K
52;226084;9;Female;0;0;40;<=50K
18;150817;9;Female;0;0;20;<=50K
27;190911;9;Male;0;0;45;<=50K
27;120126;13;Male;0;1887;45;>50K
45;255559;9;Female;0;0;40;<=50K
24;173679;11;Male;0;0;20;<=50K
25;35854;10;Female;0;0;40;<=50K
42;82161;6;Male;0;0;35;<=50K
63;129845;4;Male;0;0;40;<=50K
40;226505;9;Female;0;0;46;>50K
47;151584;15;Male;7688;0;60;>50K
42;136419;9;Male;0;0;50;>50K
42;66460;10;Female;0;0;45;<=50K
63;379940;13;Male;0;0;40;>50K
37;102936;13;Female;0;0;55;<=50K
65;205309;9;Male;0;0;20;<=50K
62;208711;13;Male;7688;0;50;>50K
46;137547;9;Male;0;0;40;<=50K
23;220168;9;Female;0;0;25;<=50K
47;37672;13;Female;0;0;45;<=50K
20;196643;10;Male;0;0;20;<=50K
28;197484;9;Male;0;0;40;<=50K
61;115023;9;Male;0;0;40;<=50K
30;234824;9;Female;0;0;72;<=50K
30;361497;13;Male;0;0;72;>50K
29;351871;13;Male;0;0;50;>50K
39;324231;9;Female;0;0;40;<=50K
23;123490;7;Female;0;0;35;<=50K
32;188245;7;Female;0;0;40;<=50K
63;50349;9;Female;0;0;34;<=50K
19;47176;10;Female;0;0;15;<=50K
57;290661;16;Male;0;0;60;>50K
41;221172;13;Male;0;0;40;>50K
23;188950;11;Male;0;0;40;<=50K
30;356882;16;Male;0;0;20;<=50K
43;150533;12;Male;0;0;50;<=50K
64;167149;4;Male;0;0;25;<=50K
56;301835;3;Male;0;0;40;<=50K
32;313729;9;Male;0;0;40;<=50K
55;130957;9;Male;0;0;45;<=50K
17;197732;7;Female;0;0;12;<=50K
17;250541;6;Male;0;0;20;<=50K
29;218785;10;Female;0;0;65;<=50K
37;194630;9;Male;0;0;50;<=50K
39;38721;9;Female;0;0;22;<=50K
36;201519;13;Female;0;0;40;>50K
50;279337;13;Male;0;0;55;>50K
31;87560;10;Female;0;0;50;<=50K
56;208431;10;Female;0;0;32;<=50K
51;143822;10;Male;7298;0;40;>50K
20;163205;10;Female;0;0;30;<=50K
53;171924;13;Male;14344;0;55;>50K
33;137616;14;Female;0;0;35;<=50K
27;156516;10;Female;0;2377;20;<=50K
40;119101;10;Male;5178;0;40;>50K
45;117556;10;Female;0;0;32;<=50K
54;147863;11;Male;5013;0;40;<=50K
33;24504;9;Male;0;0;50;<=50K
36;181721;6;Male;0;0;60;<=50K
42;55363;14;Male;0;0;55;>50K
33;92865;10;Female;0;0;40;<=50K
52;221532;13;Male;0;0;45;>50K
41;183224;14;Female;0;0;40;>50K
30;381153;10;Male;0;0;40;<=50K
22;300871;10;Male;0;0;40;<=50K
47;33710;13;Male;3103;0;60;>50K
26;158333;3;Male;0;0;40;<=50K
36;288103;7;Male;0;0;40;<=50K
35;108907;9;Male;0;0;40;<=50K
46;358533;10;Male;0;0;40;>50K
24;126613;13;Female;0;0;8;<=50K
30;164190;11;Male;5178;0;52;>50K
38;199816;9;Male;0;0;40;<=50K
50;98228;9;Female;0;0;45;<=50K
41;129060;10;Female;0;0;40;<=50K
38;22245;9;Male;0;0;60;>50K
36;226918;13;Male;0;0;48;<=50K
47;398652;9;Male;0;0;50;>50K
59;268840;10;Female;0;0;16;>50K
59;91384;16;Male;0;0;60;>50K
52;174767;10;Male;0;0;45;>50K
37;126675;11;Male;0;0;60;>50K
52;82285;13;Female;0;0;40;<=50K
51;177727;12;Male;0;0;45;>50K
67;345236;13;Male;0;0;55;<=50K
68;156000;6;Female;0;0;20;<=50K
71;228806;5;Female;0;0;6;<=50K
49;184428;14;Male;0;0;40;<=50K
35;102938;9;Male;0;0;40;<=50K
18;161063;9;Male;0;0;40;<=50K
29;253752;6;Female;0;0;40;<=50K
47;274800;13;Male;0;0;60;<=50K
31;129804;5;Male;0;0;40;<=50K
22;65547;10;Male;0;0;40;<=50K
20;107658;10;Female;0;0;10;<=50K
57;161097;9;Female;0;0;26;<=50K
18;118376;10;Female;0;0;15;<=50K
32;131224;9;Male;0;0;40;<=50K
39;120985;9;Male;0;0;40;<=50K
37;215392;13;Female;0;0;40;<=50K
51;63685;9;Male;0;0;50;<=50K
48;131826;10;Male;0;0;40;>50K
39;211440;9;Male;0;0;55;>50K
35;31023;13;Male;0;0;45;<=50K
40;145439;3;Male;4064;0;40;<=50K
19;255161;9;Male;0;0;25;<=50K
28;411950;9;Male;0;0;40;<=50K
23;275818;10;Female;0;1974;40;<=50K
18;318082;10;Male;0;0;35;<=50K
23;287988;13;Male;0;0;40;<=50K
47;138342;7;Male;3411;0;40;<=50K
42;115932;13;Male;0;0;40;<=50K
25;60358;10;Male;0;0;40;<=50K
17;140117;6;Female;0;0;12;<=50K
34;158040;13;Female;0;0;45;<=50K
29;232784;12;Male;0;0;40;<=50K
22;349368;10;Female;0;0;40;<=50K
46;325573;9;Male;0;0;40;<=50K
69;140176;9;Male;0;0;24;<=50K
50;128478;9;Male;0;0;60;>50K
45;155659;10;Male;0;0;40;>50K
41;288433;14;Female;0;0;40;<=50K
47;329205;13;Male;0;0;40;<=50K
64;171373;7;Female;0;0;40;<=50K
29;228860;10;Male;0;0;35;<=50K
29;196116;15;Female;2174;0;72;<=50K
17;47771;7;Female;0;0;20;<=50K
24;201680;9;Male;0;0;60;<=50K
28;337378;9;Male;0;0;40;<=50K
35;246449;9;Male;3325;0;50;<=50K
48;227714;13;Male;0;0;60;<=50K
36;177285;11;Female;0;0;38;<=50K
38;71701;11;Female;0;0;40;<=50K
49;30219;9;Male;0;1669;40;<=50K
42;280167;14;Male;0;0;40;>50K
36;27408;11;Male;0;0;60;<=50K
25;167031;6;Female;0;0;40;<=50K
41;173682;14;Male;0;0;40;<=50K
35;278557;9;Male;0;0;30;<=50K
32;113688;11;Female;0;0;50;<=50K
41;252986;14;Male;0;0;40;>50K
48;33669;10;Male;0;0;60;<=50K
56;100776;9;Female;0;0;50;<=50K
47;177457;10;Male;0;0;40;<=50K
30;312767;9;Female;0;0;40;<=50K
51;43354;7;Male;0;0;40;>50K
22;375422;13;Male;0;0;40;<=50K
49;263568;13;Male;0;0;60;>50K
26;302097;9;Male;3464;0;48;<=50K
35;248010;13;Male;0;0;40;<=50K
34;405577;10;Male;0;0;40;<=50K
51;167065;9;Male;0;0;40;<=50K
26;102476;13;Male;0;0;40;<=50K
28;526528;10;Female;3887;0;40;<=50K
32;175878;4;Male;0;0;35;<=50K
55;213894;7;Female;0;0;40;<=50K
17;150262;7;Female;0;0;20;<=50K
40;75363;10;Female;0;0;40;<=50K
38;272671;13;Male;0;0;50;<=50K
67;411007;9;Female;15831;0;40;>50K
44;222434;9;Male;0;0;40;<=50K
26;180246;10;Male;7688;0;40;>50K
25;171236;9;Female;0;0;40;<=50K
45;367037;9;Female;0;0;40;<=50K
